Date,AAPL,ALGT,BBY,C,DAL,JNJ,JPM,META,TGT,UNH
2019-01-03,-0.09960737025028879,-0.023678882461498692,-0.02052236017603974,-0.018120631947053455,-0.0894390003711124,-0.015890401403498042,-0.022152824512397862,-0.029038822194161804,-0.013696622948078779,-0.02727011064047495
2019-01-04,0.04268930277240141,0.06566100771642211,0.004761904761904762,0.04889649215515802,0.04779654189877411,0.01678333272243156,0.036865428983151226,0.04713823588993519,0.01373419109788305,0.011695119030147914
2019-01-07,-0.0022258319390364733,0.011656972697932998,0.05706157955513181,0.008706684798414393,0.0012554416707336016,-0.006414767136653597,0.0006952000509181945,0.0007249445866471932,0.048923678835912664,0.0019197342594144476
2019-01-08,0.01906312082634501,0.017192546036088188,0.029411823057971156,-0.002697383999866098,-0.007941426656961842,0.023226553247928886,-0.0018856931061728358,0.03245197847521538,-0.0010045880384277096,0.013370507458330533
2019-01-09,0.01698174168221393,0.04926724410817401,0.007491294316114517,0.016588568316441867,0.02106593583915623,-0.007925623152311144,-0.0016903467183172454,0.011927292238840037,0.009768715690467323,0.0014386374827343746
2019-01-10,0.003196174424155128,0.03041729997091665,-0.01660043003239887,0.0010641638428006454,0.005364108004646579,0.006049903687246999,-9.962286930733382e-05,-0.00020799265191371753,-0.02845354920970263,0.005048414589641973
2019-01-11,-0.009818008684413624,0.008897386294839108,-0.006330237684420359,0.004429482744205685,-0.003488573169346492,0.0003083284562696492,-0.0047813101948136535,-0.00277388283598886,0.01932932606717956,0.011434651478707362
2019-01-14,-0.015037056846080603,-0.006923299716543443,0.013625915424426092,0.03951317221255744,-0.01668042319571541,-0.011329489176902697,0.010309265754611312,0.011056997942610189,-0.01106169035640594,0.0015746735274023936
2019-01-15,0.020466715494791666,-0.00871437829678149,-0.010649452223313234,0.041574762434275284,0.0016754310168520942,0.008419097609384987,0.007331066434232414,0.024485848913534124,-0.009151616602733725,0.03551559157180415
2019-01-16,0.012216600429283636,0.001339551485636758,-0.005999582651776759,0.013196440933503265,-0.006899473519158983,-0.010204138203390833,0.008064513103492571,-0.009466288627043943,-0.005277827520650314,0.017868947036015662
2019-01-17,0.005937770455975233,0.020150532548968626,0.026451230522561365,0.004502373374774233,0.015157920435855263,0.00820058658868683,0.004097543111661586,0.005151211876166141,0.022402421615981136,-0.006463713365861607
2019-01-18,0.006159416849145245,0.00557331606646909,0.015392587242232487,0.010404957555310972,-0.0022812237156131393,0.01239450111476988,0.016226177600625058,0.01173290761004051,0.01888420796780631,0.02205801758734551
2019-01-22,-0.022446142762788408,-0.025918984773795825,-0.01601087789758782,-0.020120413169432694,-0.02099360056988135,-0.014461698326892316,-0.015775828991846125,-0.016462183900553044,-0.00565933112835053,0.000715640080626177
2019-01-23,0.004044325537150672,-0.00393273543889127,-0.007962594440499737,0.004527123700921312,0.00424630083691707,0.0,-0.0025257638436375863,-0.022159003253801927,0.0005691650003148156,0.005005783281435035
2019-01-24,-0.00792620345125024,0.02024526221589174,0.005060148209405375,0.009335232679644577,0.00465118867339747,-0.013742268870519108,0.0005843159175636047,0.010602901919191866,0.004124017587967777,-0.0033330243707477883
2019-01-25,0.03313685435310677,0.0027171827035559577,0.030208363273630228,0.020889771610889923,0.003577402510684082,0.009446563487157656,0.006326664778996694,0.02180616221527103,0.02520887641850443,0.007214454871414045
2019-01-28,-0.009254510052704532,0.018640206070086183,0.0026963236771264413,-0.0026553917191391154,0.00670999589094141,0.00592692654564113,0.004739315859001645,-0.010334832178402397,-0.003729750591834029,-0.004775224165596664
2019-01-29,-0.010364749483978614,0.0076581775483376404,-0.012100860852153362,-0.010023483241081585,0.004374149271230706,0.010388373368676531,0.002791691597949112,-0.02224180343219798,-0.005823707464566743,0.002136699582761303
2019-01-30,0.06833467691179772,0.00591998291015625,0.0034025309134558227,0.015978518444221473,0.04251346298557092,0.010051389090686005,0.00230397904754511,0.043206849449015816,0.00878667935324013,0.0113338775372289
2019-01-31,0.0072012250614599095,0.03387945131704139,0.004408310244971737,0.0037371201994334624,-0.016709770140019193,0.010938942935907406,-0.008715675032962548,0.10816383772447041,0.009263074132228911,-0.0006287047868702059
2019-02-01,0.00048066468325636707,0.04500004695012019,-0.01299798170065819,-0.012255676803409107,0.009912965016069884,0.008415953575123451,0.0036714710475166065,-0.0058791511979462835,-0.025068518233625856,-0.005477464542799942
2019-02-04,0.02840497001068903,0.023408115810890317,0.01265602613853738,0.006125324342142946,0.008413501583496788,-0.009836006672479863,0.0035618286134471095,0.021362580065821538,0.01784465793361644,-0.001897922608321673
2019-02-05,0.017109446281934306,-0.023376249935520833,0.005235625368761591,-0.003902531920549488,0.003972998854454144,0.0,-0.004412461241943945,0.01128510287804653,0.004555414005225566,-0.007083978811440366
2019-02-06,0.00034454483813488497,-0.005081767915816615,-0.001008087581141629,0.0012536908734640255,-0.00039573520778325033,0.0009030336602811255,-0.0004817713779433243,-0.003914455215062803,-0.0035728255988687068,0.011978530549550184
2019-02-07,-0.01893941085698187,0.007624537769033727,-0.010090791849301877,-0.016904022956250098,-0.0021773675644268155,-0.0071428341973096806,-0.013109703473654429,-0.024106988550225347,-0.008964301568460793,-0.0018552875695732839
